0, 0, Header, 1, 6, 384
1, 0, Start_track
1, 0, Title_t, "All The Things You are "
1, 0, Text_t, "dougmck@pipeline.com.au\012"
1, 0, Text_t, "A more 'traditional' straight ahead treatment. Chords are as in the Real Book (Sher Music) Vol 1\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, System_exclusive, 8, 67, 115, 1, 17, 15, 89, 0, 247
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -4, "major"
1, 0, Tempo, 413793
1, 1418, Marker_t, "The 'usual' intro Db7(#9) to C7(#9)"
1, 13210, Marker_t, "White note ascending glissando to melody on Ab"
1, 23636, Marker_t, "On C Maj 7th chord, arpeggiated Maj7th chords a Major 3rd apart - (C Maj7 - E Maj7 - Ab Maj7)"
1, 51134, Marker_t, "'Red Garland' type voicings."
1, 52237, Marker_t, "RH plays octaves with perfect 5th between while LH plays standard rootless voicing"
1, 102912, Marker_t, "This time On EMaj 7th chord, arpeggiated Maj7th chords a Major 3rd apart - (E Maj7 - Ab Maj7 - C Maj7)"
1, 136704, Marker_t, "4th intervals in ascending line"
1, 146939, Marker_t, "Lh plays 5th with grace note  - 'Oscar Peterson' style"
1, 156965, Marker_t, "On B7 a run LH plays black note (Eb) RH plays white notes (F,G,A,B)"
1, 160133, Marker_t, "On C7+ Descending Augmented triads 1 tone aprart"
1, 187392, Marker_t, "4 note scale fragments move up in scale steps"
1, 198144, Marker_t, "Repeated 6 note figure played in 16th notes"
1, 198144, End_track
5, 0, Start_track
5, 0, Title_t, ""
5, 0, Program_c, 0, 0
5, 0, Control_c, 0, 7, 115
5, 0, Control_c, 0, 11, 127
5, 0, Control_c, 0, 64, 0
5, 0, Control_c, 0, 67, 0
5, 0, Pitch_bend_c, 0, 8192
5, 1392, Note_on_c, 0, 45, 60
5, 1400, Note_on_c, 0, 57, 78
5, 1480, Note_on_c, 0, 57, 0
5, 1504, Note_on_c, 0, 45, 0
5, 1544, Note_on_c, 0, 44, 49
5, 1552, Note_on_c, 0, 56, 52
5, 1744, Note_on_c, 0, 44, 0
5, 1776, Note_on_c, 0, 56, 0
5, 1800, Note_on_c, 0, 37, 62
5, 1808, Note_on_c, 0, 49, 44
5, 1832, Note_on_c, 0, 49, 0
5, 1848, Note_on_c, 0, 37, 0
5, 2176, Note_on_c, 0, 64, 81
5, 2184, Note_on_c, 0, 59, 72
5, 2184, Note_on_c, 0, 53, 83
5, 2680, Note_on_c, 0, 64, 0
5, 2680, Control_c, 0, 64, 127
5, 2696, Note_on_c, 0, 59, 0
5, 2896, Note_on_c, 0, 53, 0
5, 2944, Note_on_c, 0, 45, 59
5, 2944, Note_on_c, 0, 57, 72
5, 2984, Control_c, 0, 64, 0
5, 3040, Note_on_c, 0, 57, 0
5, 3072, Note_on_c, 0, 45, 0
5, 3096, Note_on_c, 0, 56, 55
5, 3096, Note_on_c, 0, 44, 43
5, 3312, Note_on_c, 0, 56, 0
5, 3320, Note_on_c, 0, 49, 62
5, 3328, Note_on_c, 0, 44, 0
5, 3328, Note_on_c, 0, 37, 54
5, 3384, Note_on_c, 0, 49, 0
5, 3704, Note_on_c, 0, 57, 82
5, 3720, Note_on_c, 0, 45, 50
5, 3792, Note_on_c, 0, 57, 0
5, 3808, Note_on_c, 0, 45, 0
5, 3816, Note_on_c, 0, 37, 0
5, 3856, Note_on_c, 0, 44, 42
5, 3880, Note_on_c, 0, 56, 34
5, 4096, Note_on_c, 0, 56, 0
5, 4096, Note_on_c, 0, 37, 53
5, 4096, Note_on_c, 0, 49, 56
5, 4128, Note_on_c, 0, 49, 0
5, 4136, Note_on_c, 0, 44, 0
5, 4472, Note_on_c, 0, 56, 83
5, 4472, Note_on_c, 0, 44, 47
5, 4544, Note_on_c, 0, 44, 0
5, 4552, Note_on_c, 0, 37, 0
5, 4592, Note_on_c, 0, 56, 0
5, 4592, Note_on_c, 0, 43, 51
5, 4624, Note_on_c, 0, 55, 50
5, 4808, Note_on_c, 0, 55, 0
5, 4832, Note_on_c, 0, 43, 0
5, 4856, Note_on_c, 0, 36, 60
5, 5256, Note_on_c, 0, 58, 83
5, 5256, Note_on_c, 0, 63, 83
5, 5264, Note_on_c, 0, 52, 92
5, 5640, Control_c, 0, 64, 127
5, 5704, Note_on_c, 0, 63, 0
5, 5720, Note_on_c, 0, 58, 0
5, 5912, Note_on_c, 0, 52, 0
5, 6008, Note_on_c, 0, 56, 80
